t,iq,id,vq,vd,ia,ib,va,vb,theta_e,omega,omega_obs,r,T_ass,S_pct,iq_ref
0,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00464105132025594,-0.00464105132025594,-0.0557772798034009,-0.027848879358281,0,0,0,0,1.297,3.27313039511248,0
0.001,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00171160509545909,-0.00633633353854556,-0.0344855721758641,-0.051936599190573,0.52156938491557,-0.144963141214248,-0.144963141214248,1439.72051106374,1.297,3.27313039511248,-0.00464105132025594
0.002,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00171160509545909,-0.00633633353854556,-0.0344855721758641,-0.051936599190573,0.52156938491557,-0.144963141214248,-0.144963141214248,1439.72051106374,1.297,3.27313039511248,-0.00464105132025594
0.003,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00171160509545909,-0.00633633353854556,-0.0344855721758641,-0.051936599190573,0.52156938491557,-0.144963141214248,-0.144963141214248,1439.72051106374,1.297,3.27313039511248,-0.00464105132025594
0.004,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00171160509545909,-0.00633633353854556,-0.0344855721758641,-0.051936599190573,0.52156938491557,-0.144963141214248,-0.144963141214248,1439.72051106374,1.297,3.27313039511248,-0.00464105132025594
0.005,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00171160509545909,-0.00633633353854556,-0.0344855721758641,-0.051936599190573,0.52156938491557,-0.144963141214248,-0.144963141214248,1439.72051106374,1.297,3.27313039511248,-0.00464105132025594
0.006,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00171160509545909,-0.00633633353854556,-0.0344855721758641,-0.051936599190573,0.52156938491557,-0.144963141214248,-0.144963141214248,1439.72051106374,1.297,3.27313039511248,-0.00464105132025594
0.007,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00171160509545909,-0.00633633353854556,-0.0344855721758641,-0.051936599190573,0.52156938491557,-0.144963141214248,-0.144963141214248,1439.72051106374,1.297,3.27313039511248,-0.00464105132025594
0.008,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00171160509545909,-0.00633633353854556,-0.0344855721758641,-0.051936599190573,0.52156938491557,-0.144963141214248,-0.144963141214248,1439.72051106374,1.297,3.27313039511248,-0.00464105132025594
0.009,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00171160509545909,-0.00633633353854556,-0.0344855721758641,-0.051936599190573,0.52156938491557,-0.144963141214248,-0.144963141214248,1439.72051106374,1.297,3.27313039511248,-0.00464105132025594
0.01,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00171160509545909,-0.00633633353854556,-0.0344855721758641,-0.051936599190573,0.52156938491557,-0.144963141214248,-0.144963141214248,1439.72051106374,1.297,3.27313039511248,-0.00464105132025594
0.011,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00171160509545909,-0.00633633353854556,-0.0344855721758641,-0.051936599190573,0.52156938491557,-0.144963141214248,-0.144963141214248,1439.72051106374,1.297,3.27313039511248,-0.00464105132025594
0.012,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00171160509545909,-0.00633633353854556,-0.0344855721758641,-0.051936599190573,0.52156938491557,-0.144963141214248,-0.144963141214248,1439.72051106374,1.297,3.27313039511248,-0.00464105132025594
0.013,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00171160509545909,-0.00633633353854556,-0.0344855721758641,-0.051936599190573,0.52156938491557,-0.144963141214248,-0.144963141214248,1439.72051106374,1.297,3.27313039511248,-0.00464105132025594
0.014,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00171160509545909,-0.00633633353854556,-0.0344855721758641,-0.051936599190573,0.52156938491557,-0.144963141214248,-0.144963141214248,1439.72051106374,1.297,3.27313039511248,-0.00464105132025594
0.015,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00171160509545909,-0.00633633353854556,-0.0344855721758641,-0.051936599190573,0.52156938491557,-0.144963141214248,-0.144963141214248,1439.72051106374,1.297,3.27313039511248,-0.00464105132025594
0.016,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00171160509545909,-0.00633633353854556,-0.0344855721758641,-0.051936599190573,0.52156938491557,-0.144963141214248,-0.144963141214248,1439.72051106374,1.297,3.27313039511248,-0.00464105132025594
0.017,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00171160509545909,-0.00633633353854556,-0.0344855721758641,-0.051936599190573,0.52156938491557,-0.144963141214248,-0.144963141214248,1439.72051106374,1.297,3.27313039511248,-0.00464105132025594
0.018,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00171160509545909,-0.00633633353854556,-0.0344855721758641,-0.051936599190573,0.52156938491557,-0.144963141214248,-0.144963141214248,1439.72051106374,1.297,3.27313039511248,-0.00464105132025594
0.019,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00171160509545909,-0.00633633353854556,-0.0344855721758641,-0.051936599190573,0.52156938491557,-0.144963141214248,-0.144963141214248,1439.72051106374,1.297,3.27313039511248,-0.00464105132025594
0.02,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00171160509545909,-0.00633633353854556,-0.0344855721758641,-0.051936599190573,0.52156938491557,-0.144963141214248,-0.144963141214248,1439.72051106374,1.297,3.27313039511248,-0.00464105132025594
0.021,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00171160509545909,-0.00633633353854556,-0.0344855721758641,-0.051936599190573,0.52156938491557,-0.144963141214248,-0.144963141214248,1439.72051106374,1.297,3.27313039511248,-0.00464105132025594
0.022,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00171160509545909,-0.00633633353854556,-0.0344855721758641,-0.051936599190573,0.52156938491557,-0.144963141214248,-0.144963141214248,1439.72051106374,1.297,3.27313039511248,-0.00464105132025594
0.023,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00171160509545909,-0.00633633353854556,-0.0344855721758641,-0.051936599190573,0.52156938491557,-0.144963141214248,-0.144963141214248,1439.72051106374,1.297,3.27313039511248,-0.00464105132025594
0.024,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00171160509545909,-0.00633633353854556,-0.0344855721758641,-0.051936599190573,0.52156938491557,-0.144963141214248,-0.144963141214248,1439.72051106374,1.297,3.27313039511248,-0.00464105132025594
0.025,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00171160509545909,-0.00633633353854556,-0.0344855721758641,-0.051936599190573,0.52156938491557,-0.144963141214248,-0.144963141214248,1439.72051106374,1.297,3.27313039511248,-0.00464105132025594
0.026,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00171160509545909,-0.00633633353854556,-0.0344855721758641,-0.051936599190573,0.52156938491557,-0.144963141214248,-0.144963141214248,1439.72051106374,1.297,3.27313039511248,-0.00464105132025594
0.027,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00171160509545909,-0.00633633353854556,-0.0344855721758641,-0.051936599190573,0.52156938491557,-0.144963141214248,-0.144963141214248,1439.72051106374,1.297,3.27313039511248,-0.00464105132025594
0.028,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00171160509545909,-0.00633633353854556,-0.0344855721758641,-0.051936599190573,0.52156938491557,-0.144963141214248,-0.144963141214248,1439.72051106374,1.297,3.27313039511248,-0.00464105132025594
0.029,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00171160509545909,-0.00633633353854556,-0.0344855721758641,-0.051936599190573,0.52156938491557,-0.144963141214248,-0.144963141214248,1439.72051106374,1.297,3.27313039511248,-0.00464105132025594
0.03,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00171160509545909,-0.00633633353854556,-0.0344855721758641,-0.051936599190573,0.52156938491557,-0.144963141214248,-0.144963141214248,1439.72051106374,1.297,3.27313039511248,-0.00464105132025594
0.031,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00171160509545909,-0.00633633353854556,-0.0344855721758641,-0.051936599190573,0.52156938491557,-0.144963141214248,-0.144963141214248,1439.72051106374,1.297,3.27313039511248,-0.00464105132025594
0.032,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00171160509545909,-0.00633633353854556,-0.0344855721758641,-0.051936599190573,0.52156938491557,-0.144963141214248,-0.144963141214248,1439.72051106374,1.297,3.27313039511248,-0.00464105132025594
0.033,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00171160509545909,-0.00633633353854556,-0.0344855721758641,-0.051936599190573,0.52156938491557,-0.144963141214248,-0.144963141214248,1439.72051106374,1.297,3.27313039511248,-0.00464105132025594
0.034,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00171160509545909,-0.00633633353854556,-0.0344855721758641,-0.051936599190573,0.52156938491557,-0.144963141214248,-0.144963141214248,1439.72051106374,1.297,3.27313039511248,-0.00464105132025594
0.035,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00171160509545909,-0.00633633353854556,-0.0344855721758641,-0.051936599190573,0.52156938491557,-0.144963141214248,-0.144963141214248,1439.72051106374,1.297,3.27313039511248,-0.00464105132025594
0.036,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00171160509545909,-0.00633633353854556,-0.0344855721758641,-0.051936599190573,0.52156938491557,-0.144963141214248,-0.144963141214248,1439.72051106374,1.297,3.27313039511248,-0.00464105132025594
0.037,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00171160509545909,-0.00633633353854556,-0.0344855721758641,-0.051936599190573,0.52156938491557,-0.144963141214248,-0.144963141214248,1439.72051106374,1.297,3.27313039511248,-0.00464105132025594
0.038,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00171160509545909,-0.00633633353854556,-0.0344855721758641,-0.051936599190573,0.52156938491557,-0.144963141214248,-0.144963141214248,1439.72051106374,1.297,3.27313039511248,-0.00464105132025594
0.039,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00171160509545909,-0.00633633353854556,-0.0344855721758641,-0.051936599190573,0.52156938491557,-0.144963141214248,-0.144963141214248,1439.72051106374,1.297,3.27313039511248,-0.00464105132025594
0.04,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00171160509545909,-0.00633633353854556,-0.0344855721758641,-0.051936599190573,0.52156938491557,-0.144963141214248,-0.144963141214248,1439.72051106374,1.297,3.27313039511248,-0.00464105132025594
